	Variable1	Variable2	Correlation	Variable1_type	Variable2_type	P-value
1465	RPL11	MT-ND1	0.401775837138498	Genes	Genes	3.3506688442243304e-79
1466	RPL11	MT-ND2	0.539307562129676	Genes	Genes	1.2884688327609198e-153
1467	RPL11	MT-CO1	0.475545345219963	Genes	Genes	8.23881744252939e-115
1468	RPL11	MT-CO2	0.487927091834437	Genes	Genes	1.0473939301056e-121
1469	RPL11	MT-ATP8	0.330273786571559	Genes	Genes	2.16232447210011e-52
1470	RPL11	MT-ATP6	0.5577693332286331	Genes	Genes	1.6234002999845902e-166
1471	RPL11	MT-CO3	0.5341461866421511	Genes	Genes	3.72445818242186e-150
1472	RPL11	MT-ND3	0.518097470270086	Genes	Genes	9.04840490033631e-140
1473	RPL11	MT-ND4	0.498386153545323	Genes	Genes	9.1498205450218e-128
1475	RPL11	MT-CYB	0.493500445621546	Genes	Genes	6.60335589871362e-125
1872	RPL11	Granularity_1_Cy5	0.344199279310908	Genes	CP features	4.41687905538161e-57
1875	RPL11	Granularity_2_Cy5	0.367200303176195	Genes	CP features	2.2572218449136098e-65
1877	RPL11	Granularity_3_Cy5	0.329233839107943	Genes	CP features	4.7373520139904506e-52
1892	RPL11	Intensity_IntegratedIntensity_Cy5	0.371480695774183	Genes	CP features	5.412477168906581e-67
1893	RPL11	Intensity_IntegratedIntensity_FITC	-0.324721742232071	Genes	CP features	1.37346336141293e-50
1906	RPL11	Texture_Contrast_Cy5_3_00_256	0.361553923251476	Genes	CP features	2.8401235799300405e-63
1907	RPL11	Texture_Contrast_Cy5_3_01_256	0.362483731413512	Genes	CP features	1.2894209913745202e-63
1908	RPL11	Texture_Contrast_Cy5_3_02_256	0.360472569822794	Genes	CP features	7.093960037392161e-63
1909	RPL11	Texture_Contrast_Cy5_3_03_256	0.364673834403483	Genes	CP features	1.98274604248134e-64
1910	RPL11	Texture_Contrast_FITC_3_00_256	-0.311870664238234	Genes	CP features	1.45238222509644e-46
1911	RPL11	Texture_Contrast_FITC_3_01_256	-0.310621923338664	Genes	CP features	3.49438641410033e-46
1912	RPL11	Texture_Contrast_FITC_3_02_256	-0.308026701387129	Genes	CP features	2.1298583146706e-45
1913	RPL11	Texture_Contrast_FITC_3_03_256	-0.30429691557166	Genes	CP features	2.7780950037297804e-44
1914	RPL11	Texture_DifferenceEntropy_Cy5_3_00_256	0.369375893908016	Genes	CP features	3.41941872595851e-66
1915	RPL11	Texture_DifferenceEntropy_Cy5_3_01_256	0.370139961397309	Genes	CP features	1.7536065159407e-66
1916	RPL11	Texture_DifferenceEntropy_Cy5_3_02_256	0.369684792761919	Genes	CP features	2.61092684604877e-66
1917	RPL11	Texture_DifferenceEntropy_Cy5_3_03_256	0.373507832635261	Genes	CP features	9.04217903577296e-68
1918	RPL11	Texture_DifferenceEntropy_FITC_3_00_256	-0.310065021619281	Genes	CP features	5.16152493552332e-46
1919	RPL11	Texture_DifferenceEntropy_FITC_3_01_256	-0.307826034401129	Genes	CP features	2.4471290808646403e-45
1920	RPL11	Texture_DifferenceEntropy_FITC_3_02_256	-0.308433665072347	Genes	CP features	1.60669348185987e-45
1921	RPL11	Texture_DifferenceEntropy_FITC_3_03_256	-0.308712927838571	Genes	CP features	1.32316916678354e-45
1926	RPL11	Texture_Entropy_Cy5_3_00_256	0.389882696018779	Genes	CP features	2.9745171057988697e-74
1927	RPL11	Texture_Entropy_Cy5_3_01_256	0.389361612730376	Genes	CP features	4.849314732951819e-74
1928	RPL11	Texture_Entropy_Cy5_3_02_256	0.389700856505724	Genes	CP features	3.52784255775735e-74
1929	RPL11	Texture_Entropy_Cy5_3_03_256	0.38912953645154	Genes	CP features	6.02537544500952e-74
1930	RPL11	Texture_Entropy_FITC_3_00_256	-0.310215326705438	Genes	CP features	4.64582685606373e-46
1931	RPL11	Texture_Entropy_FITC_3_01_256	-0.308890508573878	Genes	CP features	1.16989979886504e-45
1932	RPL11	Texture_Entropy_FITC_3_02_256	-0.309012820836506	Genes	CP features	1.07481937690699e-45
1933	RPL11	Texture_Entropy_FITC_3_03_256	-0.30963168281883	Genes	CP features	6.98572894989065e-46
1934	RPL11	Texture_SumAverage_Cy5_3_00_256	0.354220407447265	Genes	CP features	1.3148371990090002e-60
1935	RPL11	Texture_SumAverage_Cy5_3_01_256	0.356555101510358	Genes	CP features	1.89472521595526e-61
1936	RPL11	Texture_SumAverage_Cy5_3_02_256	0.355114479225255	Genes	CP features	6.27138641574377e-61
1937	RPL11	Texture_SumAverage_Cy5_3_03_256	0.354833379455766	Genes	CP features	7.916740759266431e-61
1938	RPL11	Texture_SumAverage_FITC_3_00_256	-0.316748945232322	Genes	CP features	4.5485029602627496e-48
1939	RPL11	Texture_SumAverage_FITC_3_01_256	-0.316967477651616	Genes	CP features	3.89035078049034e-48
1940	RPL11	Texture_SumAverage_FITC_3_02_256	-0.316474483396853	Genes	CP features	5.538273425800981e-48
1941	RPL11	Texture_SumAverage_FITC_3_03_256	-0.315930183759312	Genes	CP features	8.176881572103479e-48
1942	RPL11	Texture_SumEntropy_Cy5_3_00_256	0.375531420235214	Genes	CP features	1.49898222081318e-68
1943	RPL11	Texture_SumEntropy_Cy5_3_01_256	0.376620284122734	Genes	CP features	5.661264613013389e-69
1944	RPL11	Texture_SumEntropy_Cy5_3_02_256	0.375216932191685	Genes	CP features	1.98419600561444e-68
1945	RPL11	Texture_SumEntropy_Cy5_3_03_256	0.375428826001193	Genes	CP features	1.64243364109542e-68
1946	RPL11	Texture_SumEntropy_FITC_3_00_256	-0.310677466673347	Genes	CP features	3.36111586146797e-46
1947	RPL11	Texture_SumEntropy_FITC_3_01_256	-0.308146733492017	Genes	CP features	1.96062942531983e-45
1948	RPL11	Texture_SumEntropy_FITC_3_02_256	-0.308812916982879	Genes	CP features	1.2345187763789401e-45
1949	RPL11	Texture_SumEntropy_FITC_3_03_256	-0.309156904865093	Genes	CP features	9.723577283581081e-46
1950	RPL11	Texture_SumVariance_Cy5_3_00_256	0.369996580899951	Genes	CP features	1.9873397474685105e-66
1951	RPL11	Texture_SumVariance_Cy5_3_01_256	0.374083656011513	Genes	CP features	5.42765509938275e-68
1952	RPL11	Texture_SumVariance_Cy5_3_02_256	0.36939717179966	Genes	CP features	3.35618130992386e-66
1953	RPL11	Texture_SumVariance_Cy5_3_03_256	0.368714861897966	Genes	CP features	6.07841422276428e-66
1954	RPL11	Texture_SumVariance_FITC_3_00_256	-0.310255099264258	Genes	CP features	4.5182252582045214e-46
1955	RPL11	Texture_SumVariance_FITC_3_01_256	-0.309664260003068	Genes	CP features	6.829923158599061e-46
1956	RPL11	Texture_SumVariance_FITC_3_02_256	-0.312983585646165	Genes	CP features	6.631791203176181e-47
1957	RPL11	Texture_SumVariance_FITC_3_03_256	-0.314993344164389	Genes	CP features	1.5942731780198101e-47
1958	RPL11	Texture_Variance_Cy5_3_00_256	0.368224357156242	Genes	CP features	9.304984895218e-66
1959	RPL11	Texture_Variance_Cy5_3_01_256	0.371268460137393	Genes	CP features	6.524128292587361e-67
1960	RPL11	Texture_Variance_Cy5_3_02_256	0.367973524979374	Genes	CP features	1.1566059747787701e-65
1961	RPL11	Texture_Variance_Cy5_3_03_256	0.368093587297045	Genes	CP features	1.0423626854054898e-65
1962	RPL11	Texture_Variance_FITC_3_00_256	-0.311299956703544	Genes	CP features	2.17105712138162e-46
1963	RPL11	Texture_Variance_FITC_3_01_256	-0.310605958403788	Genes	CP features	3.53392074049882e-46
1964	RPL11	Texture_Variance_FITC_3_02_256	-0.312401767881386	Genes	CP features	9.992326699153061e-47
1965	RPL11	Texture_Variance_FITC_3_03_256	-0.312544417367307	Genes	CP features	9.0393168682438e-47
1966	SNRPE	RPS8	0.351315321285166	Genes	Genes	1.4283875226400601e-59
1968	SNRPE	RPS27	0.305216273237959	Genes	Genes	1.4809893951536e-44
1995	SNRPE	RPL37A	0.350592022833632	Genes	Genes	2.5764447122942897e-59
2001	SNRPE	RPL35A	0.324010642289142	Genes	Genes	2.3219885099007e-50
2016	SNRPE	RPS23	0.305319378447708	Genes	Genes	1.3802446734158998e-44
2022	SNRPE	RPL37	0.30005715113393	Genes	Genes	4.91175748190836e-43
2032	SNRPE	HLA-B	0.316769761935179	Genes	Genes	4.4811857091194097e-48
2051	SNRPE	RPL30	0.316386593454958	Genes	Genes	5.89856263453653e-48
2053	SNRPE	RPS20	0.327059443024262	Genes	Genes	2.4184823850370698e-51
2056	SNRPE	RPL8	0.305887289488448	Genes	Genes	9.34004531126574e-45
2060	SNRPE	RPL35	0.32217248820811	Genes	Genes	8.96168958769144e-50
2061	SNRPE	RPL12	0.303267013887291	Genes	Genes	5.60805441259105e-44
2063	SNRPE	RPL7A	0.332394273151976	Genes	Genes	4.3358772631528e-53
2064	SNRPE	RPS6	0.339096013272853	Genes	Genes	2.46773168915882e-55
2067	SNRPE	RPS3	0.34814133889283	Genes	Genes	1.87860392037897e-58
2068	SNRPE	RPLP2	0.331274647669176	Genes	Genes	1.01448496193895e-52
2074	SNRPE	RPL27A	0.332958997764363	Genes	Genes	2.8210904332697203e-53
2077	SNRPE	FAU	0.305913138845594	Genes	Genes	9.17493034084154e-45
2087	SNRPE	GAPDH	0.317882232413283	Genes	Genes	2.01428671163735e-48
2109	SNRPE	IGHM	0.347176244816568	Genes	Genes	4.08557961838512e-58
2114	SNRPE	RPLP1	0.302844289359217	Genes	Genes	7.473995251583861e-44
2125	SNRPE	RPL13	0.314838051856759	Genes	Genes	1.7803717005566802e-47
2127	SNRPE	RPS2	0.327778510276005	Genes	Genes	1.41321885182198e-51
2133	SNRPE	RPL27	0.328825288915503	Genes	Genes	6.44152265827014e-52
2143	SNRPE	RPL38	0.312483867598016	Genes	Genes	9.431419554689431e-47
2149	SNRPE	RPS21	0.326499005510615	Genes	Genes	3.67531840986716e-51
2158	SNRPE	RPS16	0.342103355218136	Genes	Genes	2.3266000245368097e-56
2160	SNRPE	RPL28	0.339891988322048	Genes	Genes	1.3244044681898599e-55
2163	SNRPE	RPS15	0.323589831662431	Genes	Genes	3.16515486381777e-50
2164	SNRPE	RPS28	0.348394961475303	Genes	Genes	1.53089846435795e-58
2165	SNRPE	RPL18	0.325256173246933	Genes	Genes	9.244856477675113e-51
2166	SNRPE	RPS11	0.326772645341804	Genes	Genes	2.99582158735087e-51
2170	SNRPE	RPL13A	0.330413549887052	Genes	Genes	1.94534807363792e-52
2176	SNRPE	UBA52	0.30822346059059	Genes	Genes	1.85961002638874e-45
2177	SNRPE	RPL36	0.327879836197567	Genes	Genes	1.31025441872231e-51
2186	SNRPE	RPS19	0.34936405641596	Genes	Genes	6.98711430649427e-59
2188	SNRPE	RPS5	0.30521281113549	Genes	Genes	1.4845199516759401e-44
2197	SNRPE	IGLC2	0.341759325701939	Genes	Genes	3.0521771696625996e-56
2202	SNRPE	MT-ND2	0.327642147309501	Genes	Genes	1.56450586543386e-51
2206	SNRPE	MT-ATP6	0.33853000487038	Genes	Genes	3.8357505444770796e-55
2207	SNRPE	MT-CO3	0.312041038492237	Genes	Genes	1.28813902919159e-46
2208	SNRPE	MT-ND3	0.314405864966155	Genes	Genes	2.4201636360560803e-47
2209	SNRPE	MT-ND4	0.309100533241807	Genes	Genes	1.01130013675067e-45
2446	RPS8	RPS27	0.5995773295702721	Genes	Genes	5.942304642402301e-199
2447	RPS8	YBX1	0.307561844018324	Genes	Genes	2.93847271993421e-45
2448	RPS8	NDUFS5	0.327224339934135	Genes	Genes	2.1382144286795e-51
2449	RPS8	PRDX1	0.365833221207404	Genes	Genes	7.330463563304141e-65
2451	RPS8	RPL5	0.462777479781784	Genes	Genes	5.40425045912801e-108
2452	RPS8	SRM	0.370100701720765	Genes	Genes	1.81472676920588e-66
2456	RPS8	MTATP6P1	0.569129201847642	Genes	Genes	7.21422185364037e-175
2457	RPS8	ENO1	0.422930708744533	Genes	Genes	1.6395630997189e-88
2458	RPS8	RPS7	0.431403794960711	Genes	Genes	1.94618446906471e-92
2459	RPS8	TMSB10	0.445991640483768	Genes	Genes	1.83002564114495e-99
2460	RPS8	RPL31	0.480149169474933	Genes	Genes	2.43431085762036e-117
2461	RPS8	IMP4	0.355783634560661	Genes	Genes	3.60153889920604e-61
2462	RPS8	MZT2A	0.319120335685696	Genes	Genes	8.23779533570374e-49
2463	RPS8	MZT2B	0.355515188606129	Genes	Genes	4.49756902089159e-61
2464	RPS8	HSPE1	0.355295532245896	Genes	Genes	5.396044087341301e-61
2466	RPS8	ATP5MC3	0.419526309169565	Genes	Genes	5.74663579449685e-87
2467	RPS8	RPS27A	0.5705522510812341	Genes	Genes	6.15322423473262e-176
2470	RPS8	DBI	0.332763375691242	Genes	Genes	3.27333397891173e-53
2471	RPS8	CCT7	0.368071189964734	Genes	Genes	1.0626873151178198e-65
2472	RPS8	EEF1B2	0.455022895048273	Genes	Genes	5.406034970262189e-104
2473	RPS8	RPL37A	0.700751489995448	Genes	Genes	2.49541830190068e-301
2474	RPS8	ODC1	0.372843131221916	Genes	Genes	1.62796724167007e-67
2475	RPS8	RPL15	0.511468933223971	Genes	Genes	1.20578318833882e-135
2476	RPS8	RPL29	0.397048366831275	Genes	Genes	3.2840840737997093e-77
2477	RPS8	RPL32	0.42284596501805	Genes	Genes	1.7918157046078798e-88
2478	RPS8	TMA7	0.40221599942025	Genes	Genes	2.1802337264195298e-79
2479	RPS8	RPL35A	0.560228527901599	Genes	Genes	2.68332136333725e-168
2480	RPS8	RPL14	0.5287385619163041	Genes	Genes	1.36813390902979e-146
2481	RPS8	RPSA	0.450138949997162	Genes	Genes	1.58441991420577e-101
2482	RPS8	RPL24	0.384096749706811	Genes	Genes	6.407781371316019e-72
2483	RPS8	H2AZ1	0.350410006900038	Genes	Genes	2.98863388474475e-59
2484	RPS8	RPS3A	0.35123425296394	Genes	Genes	1.52647498042965e-59
2485	RPS8	RPL34	0.510304842129453	Genes	Genes	6.24906265609877e-135
2486	RPS8	ATP5ME	0.374526901979786	Genes	Genes	3.66256928257492e-68
2487	RPS8	UCHL1	0.3439633586283	Genes	Genes	5.32771720327284e-57
2488	RPS8	COX7C	0.411415781115134	Genes	Genes	2.3133969523625398e-83
2489	RPS8	PTTG1	0.313931692649679	Genes	Genes	3.3891117925058197e-47
2490	RPS8	NDUFS6	0.417296402229636	Genes	Genes	5.762396070636991e-86
2491	RPS8	HINT1	0.35991659408073	Genes	Genes	1.13349614296131e-62
2493	RPS8	RPS14	0.483206476254199	Genes	Genes	4.832807150097081e-119
2494	RPS8	RPS23	0.5772711218530291	Genes	Genes	4.65930597232549e-181
2495	RPS8	RACK1	0.478625609402502	Genes	Genes	1.69280702706068e-116
2496	RPS8	PRELID1	0.324097479283902	Genes	Genes	2.1777190523519897e-50
2497	RPS8	UQCRQ	0.31661239732812	Genes	Genes	5.0162965720736696e-48
2498	RPS8	BTF3	0.377034060696079	Genes	Genes	3.9081461161344096e-69
2499	RPS8	CD74	0.5159839620372041	Genes	Genes	1.91059173829155e-138
2500	RPS8	RPL37	0.610646881310639	Genes	Genes	2.25306457229952e-208
2502	RPS8	HSP90AB1	0.375938517917823	Genes	Genes	1.0420783138644402e-68
2503	RPS8	RPS12	0.458029729826102	Genes	Genes	1.5595001463095099e-105
2504	RPS8	EEF1A1	0.348566010627599	Genes	Genes	1.33325515183907e-58
2505	RPS8	TUBB	0.366341485486596	Genes	Genes	4.73278240015117e-65
2506	RPS8	RPL10A	0.471453633857757	Genes	Genes	1.35551470292892e-112
2507	RPS8	RPS18	0.5406913862495121	Genes	Genes	1.48530415265976e-154
2508	RPS8	SNHG5	0.4128866174911	Genes	Genes	5.21895068853612e-84
2509	RPS8	HLA-C	0.503416689702016	Genes	Genes	9.37806885869641e-131
2510	RPS8	HLA-B	0.609473487827882	Genes	Genes	2.3409451008230294e-207
2511	RPS8	RPS10	0.395425573206812	Genes	Genes	1.55967910656878e-76
2514	RPS8	CHCHD2	0.373875877698367	Genes	Genes	6.52892672557459e-68
2515	RPS8	NDUFB2	0.398880812835527	Genes	Genes	5.601480018063739e-78
2516	RPS8	ATP5MF	0.44161584747165	Genes	Genes	2.54848213354453e-97
2517	RPS8	ACTB	0.5843399625965661	Genes	Genes	1.40853905526734e-186
2518	RPS8	PPIA	0.48932421189566	Genes	Genes	1.6743171375934702e-122
2519	RPS8	MDH2	0.314702386619745	Genes	Genes	1.95984560108167e-47
2522	RPS8	SEM1	0.329782098289955	Genes	Genes	3.1337903048306007e-52
2523	RPS8	SLC25A6	0.35571895009498	Genes	Genes	3.79892903375187e-61
2524	RPS8	RPL10	0.532917409091039	Genes	Genes	2.43736837699992e-149
2525	RPS8	NDUFB11	0.356020035956954	Genes	Genes	2.9592168041667103e-61
2526	RPS8	SLC25A5	0.384879447951008	Genes	Genes	3.11431709296621e-72
2528	RPS8	RPS4X	0.548202129350139	Genes	Genes	9.9159545701454e-160
2529	RPS8	RPL30	0.599147586507481	Genes	Genes	1.35508291765919e-198
2531	RPS8	RPS20	0.5680292164555361	Genes	Genes	4.7998082248741285e-174
2534	RPS8	RPL8	0.6420746960157361	Genes	Genes	3.0211711085014597e-237
2535	RPS8	EIF3H	0.319483505467574	Genes	Genes	6.33522048717048e-49
2536	RPS8	EEF1D	0.303784706073908	Genes	Genes	3.94212508856316e-44
2537	RPS8	SNHG6	0.370705837853447	Genes	Genes	1.06845482059028e-66
2538	RPS8	RPL35	0.653710302374586	Genes	Genes	9.198964047194959e-249
2539	RPS8	RPL12	0.5425517257526651	Genes	Genes	7.97594566507717e-156
2541	RPS8	RPL7A	0.626278341930058	Genes	Genes	2.60581965417513e-222
2542	RPS8	RPS6	0.6710227312711311	Genes	Genes	5.87837101162775e-267
2545	RPS8	RPS3	0.6335499380220581	Genes	Genes	4.47308217140973e-229
2546	RPS8	RPLP2	0.65610565645526	Genes	Genes	3.3806263509327897e-251
2547	RPS8	POLR2L	0.38918788645525	Genes	Genes	5.705167631170829e-74
2548	RPS8	COX8A	0.430004028361289	Genes	Genes	8.819700718750051e-92
2549	RPS8	CFL1	0.412227775383707	Genes	Genes	1.0173334133089899e-83
2550	RPS8	RPS25	0.524655071018283	Genes	Genes	6.06973455951274e-144
2551	RPS8	GSTP1	0.456239547462851	Genes	Genes	1.29206733213271e-104
2552	RPS8	RPL27A	0.626147861934042	Genes	Genes	3.43336787958613e-222
2553	RPS8	RPS13	0.550481981419488	Genes	Genes	2.5052882625049203e-161
2555	RPS8	FAU	0.591042190493285	Genes	Genes	6.133045133092091e-192
2556	RPS8	NDUFS8	0.305197876600852	Genes	Genes	1.4997511405049502e-44
2557	RPS8	LDHA	0.347444257738868	Genes	Genes	3.29382507368945e-58
2558	RPS8	RPS24	0.55388440286646	Genes	Genes	9.826791131670529e-164
2559	RPS8	COX6A1	0.321474032828648	Genes	Genes	1.4942206184679198e-49
2560	RPS8	DYNLL1	0.303709829385132	Genes	Genes	4.14852813264914e-44
2561	RPS8	TUBA1B	0.418896005210506	Genes	Genes	1.10525302395545e-86
2564	RPS8	NACA	0.348078204048586	Genes	Genes	1.9767369006454406e-58
2565	RPS8	GAPDH	0.5997799070055241	Genes	Genes	4.02516411464115e-199
2567	RPS8	CD27	0.304443407468144	Genes	Genes	2.5125273869309703e-44
2568	RPS8	RPS26	0.555863984928264	Genes	Genes	3.797599853033751e-165
2569	RPS8	PA2G4	0.307920037401804	Genes	Genes	2.29277270475576e-45
2570	RPS8	RPL41	0.388336736507664	Genes	Genes	1.26289010328505e-73
2571	RPS8	MYL6	0.327328722465417	Genes	Genes	1.97827128563452e-51
2573	RPS8	ARHGDIB	0.317085102985168	Genes	Genes	3.57540835330968e-48
2574	RPS8	RPL6	0.505265521638198	Genes	Genes	7.24761023990292e-132
2576	RPS8	RAN	0.415799190947874	Genes	Genes	2.68360460802075e-85
2577	RPS8	RPLP0	0.524585093453509	Genes	Genes	6.732958679791249e-144
2578	RPS8	SNRPF	0.308985204662502	Genes	Genes	1.09573370481328e-45
2579	RPS8	LCP1	0.301317656973557	Genes	Genes	2.10150032489444e-43
2580	RPS8	RPL21	0.34328489707755	Genes	Genes	9.13429701331373e-57
2581	RPS8	TPT1	0.553487223122327	Genes	Genes	1.88321270028192e-163
2582	RPS8	TCL1A	0.390521231231978	Genes	Genes	1.6341328735663801e-74
2583	RPS8	SLIRP	0.3575598708709	Genes	Genes	8.19518350204311e-62
2584	RPS8	ATP5MJ	0.314531220197912	Genes	Genes	2.21379781329413e-47
2585	RPS8	PSME2	0.308363641216922	Genes	Genes	1.68685464565532e-45
2587	RPS8	IGHM	0.692798026939348	Genes	Genes	1.01304000735016e-291
2588	RPS8	RPS29	0.5504032971343771	Genes	Genes	2.8441662925982804e-161
2591	RPS8	SRP14	0.325723362036851	Genes	Genes	6.54193714561239e-51
2592	RPS8	RPLP1	0.634887069922912	Genes	Genes	2.4355651661377198e-230
2593	RPS8	SERF2	0.462277147863273	Genes	Genes	9.856715317859192e-108
2594	RPS8	RPL4	0.511899769963653	Genes	Genes	6.54066822263023e-136
2595	RPS8	RPS17	0.392769861472634	Genes	Genes	1.9537601991563999e-75
2596	RPS8	PKM	0.374248246988029	Genes	Genes	4.6909122393922605e-68
2597	RPS8	NOP10	0.341800281739679	Genes	Genes	2.95493810095951e-56
2599	RPS8	RPS15A	0.5132764724673681	Genes	Genes	9.212373751405827e-137
2600	RPS8	RPS27AP16	0.305243337846618	Genes	Genes	1.4538874579979302e-44
2603	RPS8	RPL13	0.6486895872069941	Genes	Genes	9.8370331796719e-244
2604	RPS8	ELOB	0.342884439412678	Genes	Genes	1.2540335729406698e-56
2605	RPS8	RPS2	0.6819641730557371	Genes	Genes	3.9730026101806704e-279
2606	RPS8	CYBA	0.348402516342219	Genes	Genes	1.5215812497528999e-58
2608	RPS8	COX4I1	0.521910725946487	Genes	Genes	3.4843281067452705e-142
2609	RPS8	RPL23	0.5276272075914531	Genes	Genes	7.24155219467408e-146
2610	RPS8	ATP5MC1	0.303900259664769	Genes	Genes	3.6441569616402e-44
2611	RPS8	RPL27	0.6389208666550981	Genes	Genes	3.41375806998642e-234
2612	RPS8	RPL26	0.329620353781637	Genes	Genes	3.5401852624481406e-52
2613	RPS8	NME2	0.325654169986975	Genes	Genes	6.88673502865897e-51
2614	RPS8	RPL23A	0.345952597880949	Genes	Genes	1.0899736269721099e-57
2616	RPS8	RPL19	0.6044423231528591	Genes	Genes	4.77805808758016e-203
2617	RPS8	ARHGDIA	0.347193922352799	Genes	Genes	4.0279281366460505e-58
2618	RPS8	ANAPC11	0.309038891734536	Genes	Genes	1.0555283475843901e-45
2619	RPS8	ACTG1	0.306425974937908	Genes	Genes	6.44108304445381e-45
2620	RPS8	EIF1	0.372711297551848	Genes	Genes	1.8285325956376402e-67
2621	RPS8	RPL38	0.6223635857487241	Genes	Genes	9.51592865821487e-219
2622	RPS8	PFN1	0.464234540734036	Genes	Genes	9.34222485464928e-109
2623	RPS8	CD79B	0.335740203542623	Genes	Genes	3.3370747245081e-54
2624	RPS8	SNRPD1	0.308442958500592	Genes	Genes	1.59634140531971e-45
2625	RPS8	ATP5F1A	0.331790732717102	Genes	Genes	6.858812352731892e-53
2626	RPS8	PSMA7	0.326355148193711	Genes	Genes	4.09210261615699e-51
2627	RPS8	RPS21	0.656993477183476	Genes	Genes	4.163143978409349e-252
2628	RPS8	ATP5F1E	0.40312924471656	Genes	Genes	8.91333094138303e-80
2630	RPS8	ROMO1	0.415132379397776	Genes	Genes	5.303635131742691e-85
2632	RPS8	GNAS	0.37265232721524	Genes	Genes	1.92640344492704e-67
2633	RPS8	SNRPB	0.343974688484537	Genes	Genes	5.279925369728159e-57
2636	RPS8	RPS16	0.679817036581786	Genes	Genes	1.0695662208772402e-276
2637	RPS8	FTL	0.322785670182477	Genes	Genes	5.718416599932121e-50
2638	RPS8	RPL28	0.6851977886950661	Genes	Genes	7.90839564085583e-283
2639	RPS8	EIF3G	0.328434773985358	Genes	Genes	8.6429314776253e-52
2640	RPS8	UBL5	0.37978977576667	Genes	Genes	3.2630156302203196e-70
2641	RPS8	RPS15	0.599929718885408	Genes	Genes	3.0181946047920603e-199
2642	RPS8	RPS28	0.692554115877904	Genes	Genes	1.9731684199814602e-291
2643	RPS8	RPL18	0.6277155888337761	Genes	Genes	1.23858070565882e-223
2644	RPS8	RPS11	0.6621402832197	Genes	Genes	1.86114533222428e-257
2645	RPS8	LSM7	0.352164413012289	Genes	Genes	7.133048605300131e-60
2648	RPS8	RPL13A	0.636809237278383	Genes	Genes	3.61667376578138e-232
2649	RPS8	TRIR	0.308647221342754	Genes	Genes	1.38504164667403e-45
2650	RPS8	EIF3K	0.30000739849204	Genes	Genes	5.079194563536061e-43
2651	RPS8	NDUFA3	0.314654893039685	Genes	Genes	2.0271915066346896e-47
2652	RPS8	RPS9	0.5541942145077431	Genes	Genes	5.917231823257889e-164
2653	RPS8	SNRPD2	0.436399736244092	Genes	Genes	8.340199159110529e-95
2654	RPS8	UBA52	0.5887245172341471	Genes	Genes	4.52499573833971e-190
2655	RPS8	RPL36	0.65559256247296	Genes	Genes	1.1290028467908899e-250
2656	RPS8	NDUFA11	0.327911472863558	Genes	Genes	1.27970428612889e-51
2657	RPS8	EEF2	0.44412684198395	Genes	Genes	1.51098484421373e-98
2658	RPS8	FBL	0.379039043663318	Genes	Genes	6.429814790204159e-70
2660	RPS8	TRIM28	0.305665176865913	Genes	Genes	1.0882392319055501e-44
2662	RPS8	RPL18A	0.452175111807847	Genes	Genes	1.5044564331615498e-102
